1000000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1010000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1020000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1030000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1040000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1050000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1060000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1070000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1080000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1090000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1100000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1110000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1120000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1130000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1140000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1150000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1160000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1170000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1180000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1190000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1200000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1210000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1220000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1230000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1240000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1250000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1260000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1270000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1280000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1290000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1300000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1310000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1320000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1330000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1340000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1350000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1360000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1370000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1380000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1390000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1400000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1410000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1420000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1430000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1440000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1450000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1460000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1470000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1480000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1490000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1500000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1510000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1520000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1530000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1540000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1550000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1560000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1570000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1580000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1590000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1600000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1610000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1620000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1630000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1640000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1650000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1660000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1670000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1680000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1690000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1700000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1710000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1720000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1730000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1740000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1750000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1760000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1770000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1780000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1790000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1800000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1810000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1820000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1830000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1840000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1850000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1860000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1870000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1880000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1890000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1900000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1910000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1920000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1930000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1940000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1950000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1960000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1970000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1980000000.00, -0.00000, 0.08333, 0.08333, 0.25000
1990000000.00, -0.00000, 0.08333, 0.08333, 0.25000
2000000000.00, -0.00000, 0.08333, 0.08333, 0.25000
2010000000.00, -0.00000, 0.08333, 0.08333, 0.25000
2020000000.00, -0.00000, 0.08333, 0.08333, 0.25000
2030000000.00, -0.00000, 0.08333, 0.08333, 0.25000
2040000000.00, -0.00000, 0.08333, 0.08333, 0.25000
2050000000.00, -0.00000, 0.08333, 0.08333, 0.25000
